Listing_ID,Building_Name,Street_Address,Zip_Code,Unit_Type,Base_Rent_USD,Flat_Utility_Fee_USD,Mandatory_Tech_Fee_USD,Application_Fee_USD,Security_Deposit_Structure,Laundry_Facilities,Air_Conditioning,Flooring_Type,Pet_Policy,Special_Features
ZIL-432,917-925 Hinman Ave,332 Hinman Ave,60202,Studio,1389,86,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-433,Carlson Building,1770 Church St,60201,1 Bed,1728,160,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-434,The Main Street Vintage,1164 Main St,60202,2 Bed,2087,201,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-435,Sherman Avenue Residences,1487 Sherman Ave,60201,1 Bed,1538,124,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-436,605 Hinman,1508 Hinman Ave,60202,3 Bed,2678,291,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-437,Sherman Avenue Residences,1010 Sherman Ave,60201,1 Bed,1728,129,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-438,The Orrington Flats,1266 Orrington Ave,60201,2 Bed,2076,198,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-439,The Orrington Flats,431 Orrington Ave,60201,2 Bed,1956,202,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-440,605 Hinman,596 Hinman Ave,60202,1 Bed,1541,162,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-441,The Orrington Flats,1957 Orrington Ave,60201,Studio,1374,93,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-442,The Main Street Vintage,1743 Main St,60202,1 Bed,1653,157,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-443,The Orrington Flats,1523 Orrington Ave,60201,2 Bed,1797,187,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-444,605 Hinman,538 Hinman Ave,60202,1 Bed,1515,154,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-445,The Main Street Vintage,1861 Main St,60202,2 Bed,2144,193,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-446,605 Hinman,142 Hinman Ave,60202,3 Bed,2633,283,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-447,Carlson Building,1765 Church St,60201,3 Bed,2912,305,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-448,605 Hinman,1566 Hinman Ave,60202,2 Bed,2048,191,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-449,The Main Street Vintage,1649 Main St,60202,2 Bed,2057,184,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-450,605 Hinman,2132 Hinman Ave,60202,2 Bed,2247,193,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-451,The Main Street Vintage,770 Main St,60202,2 Bed,1792,189,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-452,Sherman Avenue Residences,703 Sherman Ave,60201,2 Bed,1918,210,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-453,Carlson Building,222 Church St,60201,1 Bed,1506,161,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-454,The Main Street Vintage,1203 Main St,60202,2 Bed,1882,187,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-455,605 Hinman,241 Hinman Ave,60202,1 Bed,1650,137,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-456,Sherman Avenue Residences,905 Sherman Ave,60201,1 Bed,1522,126,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-457,The Main Street Vintage,1902 Main St,60202,1 Bed,1585,120,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-458,605 Hinman,1509 Hinman Ave,60202,2 Bed,1663,180,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-459,The Orrington Flats,1331 Orrington Ave,60201,Studio,1288,80,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-460,917-925 Hinman Ave,1189 Hinman Ave,60202,2 Bed,1948,199,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-461,917-925 Hinman Ave,1254 Hinman Ave,60202,2 Bed,2099,196,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-462,Carlson Building,477 Church St,60201,4 Bed,3479,348,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-463,Carlson Building,1525 Church St,60201,4 Bed,3801,342,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-464,917-925 Hinman Ave,1079 Hinman Ave,60202,1 Bed,1573,124,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-465,Carlson Building,1287 Church St,60201,Studio,1230,82,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-466,Sherman Avenue Residences,314 Sherman Ave,60201,Studio,1405,82,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-467,The Main Street Vintage,545 Main St,60202,1 Bed,1681,119,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-468,917-925 Hinman Ave,1079 Hinman Ave,60202,2 Bed,2023,206,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-469,917-925 Hinman Ave,1343 Hinman Ave,60202,1 Bed,1507,126,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-470,The Main Street Vintage,1774 Main St,60202,1 Bed,1715,155,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-471,The Orrington Flats,1806 Orrington Ave,60201,Studio,1421,95,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-472,Carlson Building,1592 Church St,60201,2 Bed,1710,180,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-473,605 Hinman,516 Hinman Ave,60202,2 Bed,2148,200,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-474,917-925 Hinman Ave,837 Hinman Ave,60202,1 Bed,1543,134,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-475,Sherman Avenue Residences,1018 Sherman Ave,60201,Studio,1437,86,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-476,The Orrington Flats,607 Orrington Ave,60201,Studio,1327,87,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-477,605 Hinman,422 Hinman Ave,60202,2 Bed,2121,181,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-478,605 Hinman,1241 Hinman Ave,60202,3 Bed,2940,284,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-479,605 Hinman,165 Hinman Ave,60202,1 Bed,1746,134,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-480,605 Hinman,739 Hinman Ave,60202,1 Bed,1680,112,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-481,605 Hinman,834 Hinman Ave,60202,1 Bed,1502,161,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-482,The Main Street Vintage,1238 Main St,60202,2 Bed,1919,208,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-483,Carlson Building,1887 Church St,60201,2 Bed,1969,186,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-484,917-925 Hinman Ave,235 Hinman Ave,60202,1 Bed,1625,141,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-485,917-925 Hinman Ave,1100 Hinman Ave,60202,Studio,1284,93,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-486,The Main Street Vintage,1403 Main St,60202,2 Bed,2159,187,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-487,917-925 Hinman Ave,182 Hinman Ave,60202,Studio,1261,93,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-488,605 Hinman,767 Hinman Ave,60202,3 Bed,2559,303,35.67,95,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (2 pet limit, no weight restrictions)","Vintage charm, near Lake Michigan, tech bundle required"
ZIL-489,Carlson Building,453 Church St,60201,3 Bed,2806,280,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-490,917-925 Hinman Ave,174 Hinman Ave,60202,2 Bed,2248,208,0.0,85,Rhino Security Deposit Insurance or 1 Month Rent,Shared (Laundry Room),Window Mounted Unit Included,Hardwood,"Allowed (2 pet limit, 40 lbs weight limit)","Abundance of greenery, historic building charm, close to shops"
ZIL-491,The Orrington Flats,293 Orrington Ave,60201,2 Bed,1940,180,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
ZIL-492,The Main Street Vintage,555 Main St,60202,1 Bed,1538,154,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-493,Sherman Avenue Residences,267 Sherman Ave,60201,2 Bed,1649,197,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-494,The Main Street Vintage,110 Main St,60202,1 Bed,1695,130,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-495,Sherman Avenue Residences,1366 Sherman Ave,60201,Studio,1266,84,50.0,100,$500 Non-refundable Move-in Fee,In-Unit,Central AC,Modern Luxury Vinyl Plank,"Allowed (2 pet limit, no weight restrictions)","Modern luxury building, rooftop deck access, fitness center"
ZIL-496,The Main Street Vintage,649 Main St,60202,2 Bed,1734,189,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-497,The Main Street Vintage,1464 Main St,60202,2 Bed,2170,192,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-498,The Main Street Vintage,1545 Main St,60202,2 Bed,1923,180,0.0,60,1 Month Rent,Shared (On-site),Window Unit (Not Included),Hardwood,"Allowed (1 pet limit, under 25 lbs)","Right next to Main St Metra/CTA, courtyard style building"
ZIL-499,Carlson Building,981 Church St,60201,4 Bed,3792,331,0.0,75,1.5 Month Rent,Shared (On-site),Optional ($450/year fee),Hardwood,"Allowed (2 pet limit, under 50 lbs)","Downtown location, elevator building, vintage 8-story, free October rent promotion"
ZIL-500,The Orrington Flats,1131 Orrington Ave,60201,2 Bed,2114,205,25.0,90,1 Month Rent,In-Unit,Central AC,Hardwood & Tile,Cats only (2 limit),"Heart of downtown, steps to Target and Starbucks, premium campus proximity"
